model;Manufacturer;Year;Price;Transmission;mileage;fuelType;Tax;Mpg;engineSize;model_index;manufacturer_index;transmission_index;fuelType_index
5 Series;bmw;2017.0;24995.0;Semi-Auto;50195.0;Petrol;150.0;39.2;3.0;26.0;4.0;1.0;0.0
5 Series;bmw;2017.0;25498.0;Semi-Auto;20279.0;Hybrid;135.0;156.9;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2017.0;26000.0;Semi-Auto;43533.0;Diesel;150.0;53.3;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2017.0;26262.0;Automatic;41074.0;Diesel;145.0;53.3;3.0;26.0;4.0;2.0;1.0
5 Series;bmw;2017.0;26995.0;Automatic;22379.0;Diesel;145.0;60.1;3.0;26.0;4.0;2.0;1.0
5 Series;bmw;2017.0;27495.0;Automatic;43503.0;Diesel;145.0;53.3;3.0;26.0;4.0;2.0;1.0
5 Series;bmw;2017.0;27750.0;Automatic;15899.0;Diesel;145.0;57.7;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2017.0;28920.0;Semi-Auto;22158.0;Diesel;145.0;51.4;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2017.0;28980.0;Semi-Auto;26478.0;Petrol;145.0;39.2;3.0;26.0;4.0;1.0;0.0
5 Series;bmw;2017.0;28995.0;Semi-Auto;11035.0;Diesel;145.0;56.5;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2017.0;30950.0;Semi-Auto;20564.0;Petrol;145.0;37.7;3.0;26.0;4.0;1.0;0.0
5 Series;bmw;2017.0;30995.0;Automatic;38089.0;Petrol;145.0;39.2;3.0;26.0;4.0;2.0;0.0
5 Series;bmw;2017.0;32995.0;Semi-Auto;23000.0;Diesel;150.0;51.4;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;19500.0;Automatic;42226.0;Petrol;145.0;50.4;2.0;26.0;4.0;2.0;0.0
5 Series;bmw;2018.0;20850.0;Automatic;22247.0;Diesel;145.0;68.9;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2018.0;21940.0;Automatic;53519.0;Other;135.0;156.9;2.0;26.0;4.0;2.0;3.0
5 Series;bmw;2018.0;22490.0;Semi-Auto;10799.0;Diesel;145.0;72.4;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;22498.0;Semi-Auto;31660.0;Diesel;145.0;62.8;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;22600.0;Automatic;23195.0;Diesel;145.0;65.7;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2018.0;22600.0;Semi-Auto;14102.0;Diesel;145.0;68.9;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;22990.0;Automatic;23891.0;Diesel;145.0;68.9;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2018.0;23200.0;Automatic;9621.0;Diesel;145.0;68.9;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2018.0;23200.0;Automatic;11868.0;Diesel;145.0;68.9;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2018.0;23399.0;Automatic;20093.0;Diesel;145.0;68.9;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2018.0;23500.0;Semi-Auto;23650.0;Diesel;145.0;53.3;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;23998.0;Semi-Auto;31649.0;Diesel;145.0;45.6;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;24498.0;Semi-Auto;15032.0;Diesel;145.0;68.9;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;24600.0;Semi-Auto;20000.0;Diesel;150.0;68.9;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;24862.0;Automatic;10500.0;Diesel;145.0;65.7;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2018.0;24998.0;Semi-Auto;21756.0;Diesel;150.0;60.1;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;25450.0;Automatic;19486.0;Hybrid;135.0;156.9;2.0;26.0;4.0;2.0;2.0
5 Series;bmw;2018.0;25595.0;Semi-Auto;11646.0;Diesel;145.0;49.6;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;25995.0;Semi-Auto;15255.0;Hybrid;135.0;156.9;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2018.0;25998.0;Semi-Auto;19479.0;Diesel;145.0;46.3;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;25998.0;Semi-Auto;30810.0;Diesel;150.0;60.1;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;26450.0;Automatic;16455.0;Petrol;145.0;37.7;2.0;26.0;4.0;2.0;0.0
5 Series;bmw;2018.0;26495.0;Automatic;23640.0;Hybrid;135.0;156.9;2.0;26.0;4.0;2.0;2.0
5 Series;bmw;2018.0;26691.0;Automatic;28869.0;Petrol;145.0;37.7;3.0;26.0;4.0;2.0;0.0
5 Series;bmw;2018.0;26790.0;Automatic;20000.0;Hybrid;140.0;156.9;2.0;26.0;4.0;2.0;2.0
5 Series;bmw;2018.0;27500.0;Semi-Auto;3627.0;Hybrid;135.0;156.9;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2018.0;27990.0;Semi-Auto;18327.0;Diesel;145.0;60.1;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;28950.0;Semi-Auto;15878.0;Diesel;150.0;53.3;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2018.0;28998.0;Semi-Auto;26471.0;Petrol;150.0;39.2;3.0;26.0;4.0;1.0;0.0
5 Series;bmw;2018.0;29000.0;Automatic;6500.0;Hybrid;140.0;156.9;2.0;26.0;4.0;2.0;2.0
5 Series;bmw;2018.0;29995.0;Automatic;9034.0;Diesel;145.0;60.1;3.0;26.0;4.0;2.0;1.0
5 Series;bmw;2018.0;34502.0;Automatic;13641.0;Diesel;145.0;51.4;3.0;26.0;4.0;2.0;1.0
5 Series;bmw;2018.0;36162.0;Semi-Auto;9270.0;Petrol;145.0;39.2;3.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;23000.0;Automatic;11476.0;Petrol;145.0;50.4;2.0;26.0;4.0;2.0;0.0
5 Series;bmw;2019.0;23775.0;Semi-Auto;4447.0;Petrol;145.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;23990.0;Semi-Auto;9165.0;Petrol;145.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;24980.0;Semi-Auto;5196.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;24990.0;Semi-Auto;6486.0;Diesel;145.0;62.8;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;25101.0;Semi-Auto;24143.0;Diesel;150.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;25990.0;Semi-Auto;11114.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;26350.0;Semi-Auto;3623.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;26350.0;Semi-Auto;6360.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;26350.0;Semi-Auto;7460.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;26350.0;Semi-Auto;9334.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;26350.0;Semi-Auto;11301.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;26350.0;Semi-Auto;14345.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;26380.0;Semi-Auto;8257.0;Petrol;150.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;26400.0;Semi-Auto;3457.0;Petrol;145.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;26400.0;Semi-Auto;4237.0;Petrol;145.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;26480.0;Semi-Auto;8601.0;Petrol;145.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;26650.0;Semi-Auto;7902.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;26771.0;Semi-Auto;6260.0;Petrol;150.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;26790.0;Semi-Auto;9535.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;26790.0;Semi-Auto;10389.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;26875.0;Automatic;9029.0;Hybrid;135.0;156.9;2.0;26.0;4.0;2.0;2.0
5 Series;bmw;2019.0;26875.0;Semi-Auto;11794.0;Diesel;150.0;62.8;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;26980.0;Automatic;105.0;Petrol;145.0;50.4;2.0;26.0;4.0;2.0;0.0
5 Series;bmw;2019.0;26990.0;Semi-Auto;13929.0;Diesel;150.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;27489.0;Automatic;6499.0;Hybrid;135.0;156.9;2.0;26.0;4.0;2.0;2.0
5 Series;bmw;2019.0;27500.0;Semi-Auto;7095.0;Petrol;150.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;27551.0;Semi-Auto;5838.0;Petrol;150.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;27698.0;Automatic;8722.0;Diesel;145.0;60.1;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;27802.0;Semi-Auto;6891.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;27876.0;Automatic;11598.0;Diesel;145.0;60.1;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;28000.0;Automatic;1662.0;Diesel;145.0;65.7;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;28450.0;Semi-Auto;101.0;Petrol;145.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;28500.0;Automatic;9676.0;Hybrid;135.0;156.9;2.0;26.0;4.0;2.0;2.0
5 Series;bmw;2019.0;28749.0;Automatic;6890.0;Diesel;145.0;62.8;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;28810.0;Semi-Auto;5211.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;28950.0;Automatic;6800.0;Petrol;145.0;50.4;2.0;26.0;4.0;2.0;0.0
5 Series;bmw;2019.0;29042.0;Semi-Auto;3506.0;Diesel;145.0;62.8;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;29450.0;Semi-Auto;5325.0;Diesel;145.0;60.1;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;29480.0;Semi-Auto;1500.0;Petrol;145.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;29700.0;Semi-Auto;3901.0;Petrol;145.0;46.3;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;29830.0;Automatic;123.0;Petrol;145.0;50.4;2.0;26.0;4.0;2.0;0.0
5 Series;bmw;2019.0;29950.0;Semi-Auto;4043.0;Diesel;145.0;60.1;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;29982.0;Semi-Auto;3635.0;Petrol;145.0;47.9;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;30000.0;Automatic;6000.0;Diesel;145.0;60.1;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;30000.0;Automatic;6000.0;Petrol;145.0;46.3;2.0;26.0;4.0;2.0;0.0
5 Series;bmw;2019.0;30000.0;Automatic;6172.0;Diesel;145.0;62.8;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;30290.0;Automatic;5800.0;Hybrid;145.0;49.6;2.0;26.0;4.0;2.0;2.0
5 Series;bmw;2019.0;30500.0;Semi-Auto;7536.0;Petrol;145.0;46.3;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;30890.0;Automatic;123.0;Petrol;145.0;47.9;2.0;26.0;4.0;2.0;0.0
5 Series;bmw;2019.0;30902.0;Semi-Auto;11421.0;Hybrid;150.0;60.1;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2019.0;30950.0;Semi-Auto;3795.0;Diesel;145.0;55.4;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;30980.0;Automatic;102.0;Petrol;145.0;50.4;2.0;26.0;4.0;2.0;0.0
5 Series;bmw;2019.0;30980.0;Semi-Auto;9709.0;Diesel;145.0;56.5;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;30995.0;Automatic;999.0;Diesel;145.0;65.7;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;30995.0;Automatic;4000.0;Diesel;145.0;60.1;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;30995.0;Semi-Auto;5271.0;Petrol;145.0;46.3;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;31030.0;Automatic;123.0;Diesel;145.0;49.6;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;31460.0;Automatic;1200.0;Diesel;145.0;62.8;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;31475.0;Semi-Auto;12.0;Petrol;145.0;48.7;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;31670.0;Automatic;11537.0;Diesel;145.0;62.8;2.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;31750.0;Semi-Auto;101.0;Hybrid;145.0;60.1;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2019.0;31775.0;Semi-Auto;579.0;Diesel;145.0;60.1;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;31875.0;Semi-Auto;114.0;Petrol;145.0;48.7;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;31880.0;Semi-Auto;4669.0;Diesel;145.0;60.1;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;31950.0;Automatic;3500.0;Petrol;145.0;50.4;2.0;26.0;4.0;2.0;0.0
5 Series;bmw;2019.0;31950.0;Semi-Auto;1355.0;Diesel;145.0;55.4;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;31990.0;Semi-Auto;14585.0;Hybrid;135.0;156.9;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2019.0;31995.0;Semi-Auto;6111.0;Diesel;145.0;60.1;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;32102.0;Semi-Auto;11878.0;Diesel;145.0;60.1;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;32250.0;Semi-Auto;11432.0;Diesel;145.0;51.4;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;32480.0;Semi-Auto;5612.0;Diesel;145.0;60.1;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;32490.0;Automatic;5134.0;Hybrid;140.0;156.9;2.0;26.0;4.0;2.0;2.0
5 Series;bmw;2019.0;32950.0;Semi-Auto;101.0;Diesel;145.0;55.4;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;33500.0;Automatic;3402.0;Diesel;145.0;60.1;3.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;33562.0;Semi-Auto;2490.0;Diesel;145.0;60.1;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;33775.0;Semi-Auto;12900.0;Diesel;145.0;53.3;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;33890.0;Semi-Auto;2096.0;Diesel;145.0;53.3;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;34500.0;Semi-Auto;1007.0;Hybrid;135.0;156.9;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2019.0;34850.0;Automatic;1516.0;Hybrid;135.0;141.3;2.0;26.0;4.0;2.0;2.0
5 Series;bmw;2019.0;34994.0;Semi-Auto;1756.0;Diesel;145.0;51.4;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;34995.0;Semi-Auto;6523.0;Diesel;145.0;56.5;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;34995.0;Semi-Auto;7450.0;Hybrid;135.0;156.9;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2019.0;35790.0;Semi-Auto;12.0;Diesel;145.0;53.3;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;35840.0;Semi-Auto;11.0;Diesel;145.0;53.3;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;36450.0;Semi-Auto;5700.0;Diesel;150.0;51.4;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;36875.0;Semi-Auto;10.0;Diesel;145.0;53.3;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;36951.0;Semi-Auto;7218.0;Petrol;150.0;46.3;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;37220.0;Automatic;123.0;Diesel;145.0;60.1;3.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;37376.0;Automatic;3348.0;Diesel;145.0;51.4;3.0;26.0;4.0;2.0;1.0
5 Series;bmw;2019.0;37995.0;Semi-Auto;2723.0;Diesel;145.0;53.3;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;38050.0;Semi-Auto;2269.0;Diesel;145.0;51.4;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;38995.0;Semi-Auto;3383.0;Diesel;145.0;51.4;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;39480.0;Automatic;4859.0;Petrol;145.0;29.1;3.0;26.0;4.0;2.0;0.0
5 Series;bmw;2019.0;39999.0;Semi-Auto;5877.0;Diesel;145.0;60.1;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2019.0;40985.0;Semi-Auto;7998.0;Petrol;145.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;41550.0;Automatic;123.0;Petrol;145.0;39.2;3.0;26.0;4.0;2.0;0.0
5 Series;bmw;2019.0;42650.0;Semi-Auto;101.0;Petrol;145.0;50.4;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2019.0;44190.0;Semi-Auto;6187.0;Petrol;145.0;37.7;3.0;26.0;4.0;1.0;0.0
5 Series;bmw;2020.0;26450.0;Semi-Auto;25.0;Diesel;145.0;65.7;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2020.0;27990.0;Semi-Auto;105.0;Hybrid;145.0;49.6;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2020.0;29950.0;Semi-Auto;6.0;Hybrid;145.0;49.6;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2020.0;33980.0;Semi-Auto;1175.0;Diesel;145.0;62.8;2.0;26.0;4.0;1.0;1.0
5 Series;bmw;2020.0;33980.0;Semi-Auto;1500.0;Hybrid;135.0;156.9;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2020.0;33995.0;Semi-Auto;1501.0;Hybrid;145.0;49.6;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2020.0;35995.0;Automatic;2500.0;Hybrid;145.0;62.8;2.0;26.0;4.0;2.0;2.0
5 Series;bmw;2020.0;35995.0;Semi-Auto;1000.0;Petrol;145.0;46.3;2.0;26.0;4.0;1.0;0.0
5 Series;bmw;2020.0;36850.0;Semi-Auto;13.0;Hybrid;145.0;44.8;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2020.0;36993.0;Semi-Auto;500.0;Hybrid;145.0;49.6;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2020.0;38990.0;Semi-Auto;105.0;Diesel;145.0;53.3;3.0;26.0;4.0;1.0;1.0
5 Series;bmw;2020.0;40995.0;Semi-Auto;2712.0;Hybrid;145.0;55.4;2.0;26.0;4.0;1.0;2.0
5 Series;bmw;2020.0;42124.0;Semi-Auto;101.0;Petrol;145.0;39.2;3.0;26.0;4.0;1.0;0.0
5 Series;bmw;2020.0;42990.0;Semi-Auto;2137.0;Diesel;145.0;60.1;3.0;26.0;4.0;1.0;1.0
6 Series;bmw;2005.0;4995.0;Automatic;84000.0;Petrol;305.0;24.6;4.4;106.0;4.0;2.0;0.0
6 Series;bmw;2008.0;8490.0;Automatic;72000.0;Diesel;260.0;40.9;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2008.0;9495.0;Semi-Auto;67000.0;Diesel;265.0;40.9;3.0;106.0;4.0;1.0;1.0
6 Series;bmw;2013.0;16600.0;Automatic;57000.0;Diesel;165.0;49.6;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2013.0;17339.0;Automatic;52635.0;Diesel;160.0;49.6;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2014.0;17000.0;Automatic;64674.0;Diesel;160.0;49.6;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2015.0;16250.0;Automatic;72720.0;Diesel;160.0;49.6;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2015.0;18990.0;Automatic;62953.0;Diesel;160.0;51.4;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2015.0;19990.0;Semi-Auto;40500.0;Diesel;165.0;49.6;3.0;106.0;4.0;1.0;1.0
6 Series;bmw;2015.0;20172.0;Semi-Auto;37175.0;Diesel;160.0;49.6;3.0;106.0;4.0;1.0;1.0
6 Series;bmw;2016.0;17490.0;Automatic;62156.0;Diesel;200.0;49.6;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2016.0;19899.0;Automatic;50475.0;Diesel;200.0;49.6;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2016.0;20610.0;Automatic;47148.0;Diesel;200.0;49.6;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2016.0;20999.0;Automatic;45140.0;Diesel;200.0;49.6;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2016.0;20999.0;Automatic;45360.0;Diesel;200.0;49.6;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2016.0;22500.0;Semi-Auto;39950.0;Diesel;205.0;49.6;3.0;106.0;4.0;1.0;1.0
6 Series;bmw;2016.0;22798.0;Semi-Auto;19366.0;Petrol;260.0;36.7;3.0;106.0;4.0;1.0;0.0
6 Series;bmw;2016.0;22910.0;Semi-Auto;25596.0;Diesel;200.0;49.6;3.0;106.0;4.0;1.0;1.0
6 Series;bmw;2016.0;22990.0;Semi-Auto;21654.0;Diesel;200.0;49.6;3.0;106.0;4.0;1.0;1.0
6 Series;bmw;2016.0;25243.0;Semi-Auto;21050.0;Diesel;160.0;51.4;3.0;106.0;4.0;1.0;1.0
6 Series;bmw;2017.0;20500.0;Automatic;27828.0;Diesel;200.0;49.6;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2017.0;23400.0;Automatic;23954.0;Petrol;260.0;36.7;3.0;106.0;4.0;2.0;0.0
6 Series;bmw;2017.0;23750.0;Automatic;39890.0;Diesel;145.0;49.6;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2017.0;24499.0;Automatic;28062.0;Diesel;145.0;48.7;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2017.0;25998.0;Semi-Auto;18895.0;Diesel;145.0;51.4;3.0;106.0;4.0;1.0;1.0
6 Series;bmw;2017.0;26500.0;Automatic;31328.0;Diesel;145.0;51.4;3.0;106.0;4.0;2.0;1.0
6 Series;bmw;2017.0;27500.0;Semi-Auto;21083.0;Diesel;145.0;51.4;3.0;106.0;4.0;1.0;1.0
6 Series;bmw;2017.0;27825.0;Semi-Auto;20643.0;Diesel;145.0;51.4;3.0;106.0;4.0;1.0;1.0
6 Series;bmw;2019.0;39999.0;Semi-Auto;1125.0;Petrol;145.0;34.5;3.0;106.0;4.0;1.0;0.0
6 Series;bmw;2020.0;34490.0;Semi-Auto;6.0;Petrol;145.0;42.8;2.0;106.0;4.0;1.0;0.0
6 Series;bmw;2020.0;44991.0;Semi-Auto;123.0;Diesel;145.0;42.2;2.0;106.0;4.0;1.0;1.0
7 Series;bmw;2012.0;10990.0;Automatic;76000.0;Diesel;260.0;41.5;3.0;108.0;4.0;2.0;1.0
7 Series;bmw;2012.0;12495.0;Automatic;41000.0;Diesel;260.0;41.5;3.0;108.0;4.0;2.0;1.0
7 Series;bmw;2013.0;13950.0;Automatic;81035.0;Diesel;160.0;50.4;3.0;108.0;4.0;2.0;1.0
7 Series;bmw;2014.0;13999.0;Automatic;53329.0;Diesel;160.0;50.4;3.0;108.0;4.0;2.0;1.0
7 Series;bmw;2016.0;26800.0;Automatic;30194.0;Diesel;150.0;54.3;3.0;108.0;4.0;2.0;1.0
7 Series;bmw;2016.0;29990.0;Automatic;33000.0;Diesel;145.0;54.3;3.0;108.0;4.0;2.0;1.0
7 Series;bmw;2016.0;32990.0;Semi-Auto;21224.0;Petrol;300.0;35.3;4.4;108.0;4.0;1.0;0.0
7 Series;bmw;2016.0;35480.0;Automatic;8814.0;Petrol;300.0;35.3;4.4;108.0;4.0;2.0;0.0
7 Series;bmw;2017.0;25599.0;Automatic;25014.0;Diesel;145.0;57.6;3.0;108.0;4.0;2.0;1.0
7 Series;bmw;2017.0;27500.0;Automatic;20671.0;Diesel;125.0;57.6;3.0;108.0;4.0;2.0;1.0
7 Series;bmw;2017.0;29995.0;Automatic;73348.0;Diesel;145.0;54.3;3.0;108.0;4.0;2.0;1.0
7 Series;bmw;2017.0;33990.0;Semi-Auto;28998.0;Petrol;300.0;35.3;4.4;108.0;4.0;1.0;0.0
7 Series;bmw;2017.0;34000.0;Semi-Auto;34024.0;Hybrid;0.0;128.4;2.0;108.0;4.0;1.0;2.0
7 Series;bmw;2018.0;36450.0;Semi-Auto;17192.0;Petrol;145.0;35.3;4.4;108.0;4.0;1.0;0.0
7 Series;bmw;2019.0;37999.0;Semi-Auto;19423.0;Diesel;150.0;54.3;3.0;108.0;4.0;1.0;1.0
7 Series;bmw;2019.0;44980.0;Semi-Auto;10135.0;Petrol;150.0;34.5;3.0;108.0;4.0;1.0;0.0
7 Series;bmw;2019.0;45898.0;Semi-Auto;5893.0;Diesel;145.0;44.1;3.0;108.0;4.0;1.0;1.0
7 Series;bmw;2019.0;46500.0;Semi-Auto;6249.0;Diesel;145.0;42.2;3.0;108.0;4.0;1.0;1.0
7 Series;bmw;2019.0;46999.0;Semi-Auto;10504.0;Petrol;145.0;34.5;3.0;108.0;4.0;1.0;0.0
7 Series;bmw;2019.0;47000.0;Semi-Auto;5113.0;Diesel;145.0;44.1;3.0;108.0;4.0;1.0;1.0
7 Series;bmw;2019.0;48898.0;Semi-Auto;5000.0;Petrol;145.0;34.5;3.0;108.0;4.0;1.0;0.0
7 Series;bmw;2019.0;48912.0;Semi-Auto;6516.0;Diesel;150.0;44.8;3.0;108.0;4.0;1.0;1.0
7 Series;bmw;2019.0;49990.0;Semi-Auto;5364.0;Diesel;145.0;44.1;3.0;108.0;4.0;1.0;1.0
7 Series;bmw;2019.0;50390.0;Semi-Auto;2218.0;Petrol;145.0;33.6;3.0;108.0;4.0;1.0;0.0
7 Series;bmw;2019.0;50850.0;Automatic;4202.0;Diesel;145.0;41.5;3.0;108.0;4.0;2.0;1.0
7 Series;bmw;2019.0;51500.0;Semi-Auto;561.0;Diesel;145.0;42.2;3.0;108.0;4.0;1.0;1.0
7 Series;bmw;2019.0;52490.0;Semi-Auto;3200.0;Diesel;145.0;44.1;3.0;108.0;4.0;1.0;1.0
